flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp
RYR6333,BOEING 737-800 WINGLETS,2018-04-16,08:50,SANTIAGO,SCQ,T,Salida prevista a las 08:55,10,15,Lluvia Débil,23 - 24,11,2018-04-16,10:40,BARCELONA-EL PRAT,BCN,-,Llegada prevista a las 10:40,14,22,Nubes Altas,-, - ,2018-04-15 18:48:43
IBS3877,32A,2018-04-16,09:15,SANTIAGO,SCQ,T,Salida prevista a las 09:20,10,15,Lluvia Débil,5 - 8,3,2018-04-16,10:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 10:30,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:44
HTY228,AWH,2018-04-15,18:00,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 17:59,14,23,Despejado,370 - ,D47,2018-04-15,18:25,CEUTA,JCU,-,El vuelo ha aterrizado a las 18:30,13,18,Nubes Altas,-, - ,2018-04-15 18:48:33
HTY118,AWH,2018-04-15,18:45,ALGECIRAS / HELIPUERTO,AEI,-,Salida prevista a las 18:45,14,23,Despejado, - , - ,2018-04-15,18:55,CEUTA,JCU,-,Llegada prevista a las 18:55,13,18,Nubes Altas,-, - ,2018-04-15 18:48:34
HTY102,AWH,2018-04-16,07:45,ALGECIRAS / HELIPUERTO,AEI,-,Salida prevista a las 07:45,14,23,Despejado, - , - ,2018-04-16,07:55,CEUTA,JCU,-,Llegada prevista a las 07:55,13,18,Nubes Altas,-, - ,2018-04-15 18:48:37
HTY222,AWH,2018-04-16,09:15,MALAGA-COSTA DEL SOL,AGP,3,Salida prevista a las 09:15,14,23,Despejado,370 - ,D49,2018-04-16,09:40,CEUTA,JCU,-,Llegada prevista a las 09:40,13,18,Nubes Altas,-, - ,2018-04-15 18:48:37
HTY134,AWH,2018-04-16,10:00,ALGECIRAS / HELIPUERTO,AEI,-,Salida prevista a las 10:00,14,23,Despejado, - , - ,2018-04-16,10:10,CEUTA,JCU,-,Llegada prevista a las 10:10,13,18,Nubes Altas,-, - ,2018-04-15 18:48:42
HTY108,AWH,2018-04-16,14:30,ALGECIRAS / HELIPUERTO,AEI,-,Salida prevista a las 14:30,14,23,Despejado, - , - ,2018-04-16,14:40,CEUTA,JCU,-,Llegada prevista a las 14:40,13,18,Nubes Altas,-, - ,2018-04-15 18:48:43
HTY228,AWH,2018-04-16,18:00,MALAGA-COSTA DEL SOL,AGP,3,Salida prevista a las 18:00,14,23,Despejado,370 - ,D45,2018-04-16,18:25,CEUTA,JCU,-,Llegada prevista a las 18:25,13,18,Nubes Altas,-, - ,2018-04-15 18:48:44
IBE8601,BOMBARDIER CRJ-1000,2018-04-15,17:40,ALMERIA,LEI,1,El vuelo ha despegado a las 17:45,11,20,Despejado,19 - 21,2,2018-04-15,18:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:39,7,17,Abertura De Claros,10,07,2018-04-15 18:48:11
AEA2648,BOEING 737-800 WINGLETS,2018-04-15,18:15,ALMERIA,LEI,1,El vuelo ha despegado a las 18:04,11,20,Despejado,22 - 24,3,2018-04-15,19:40,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:16,14,22,Nubes Altas,T1_G,04,2018-04-15 18:48:13
IBE8930,CANADAIR CRJ-200,2018-04-16,07:10,ALMERIA,LEI,1,Salida prevista a las 07:10,11,20,Despejado,19 - 21,4,2018-04-16,08:10,SEVILLA,SVQ,-,Llegada prevista a las 08:10,8,19,Nubosidad Variable,-, - ,2018-04-15 18:48:17
IBE8603,BOMBARDIER CRJ-1000,2018-04-16,07:15,ALMERIA,LEI,1,Salida prevista a las 07:15,11,20,Despejado,19 - 21,3,2018-04-16,08:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 08:25,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:20
IBE8589,CANADAIR CRJ-200,2018-04-16,10:05,ALMERIA,LEI,1,Salida prevista a las 10:05,11,20,Despejado,19 - 21,2,2018-04-16,11:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 11:15,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:30
IBE8595,BOMBARDIER CRJ-1000,2018-04-16,10:40,ALMERIA,LEI,1,Salida prevista a las 10:40,11,20,Despejado,19 - 21,3,2018-04-16,11:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 11:50,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:34
VLG1252,AIRBUS A320,2018-04-16,12:25,ALMERIA,LEI,1,Salida prevista a las 12:25,11,20,Despejado,19 - 20,3,2018-04-16,13:50,BARCELONA-EL PRAT,BCN,-,Llegada prevista a las 13:50,14,22,Nubes Altas,-, - ,2018-04-15 18:48:44
IBE8601,ATR-72,2018-04-16,18:00,ALMERIA,LEI,1,Salida prevista a las 18:00,11,20,Despejado,19 - 21,3,2018-04-16,19:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 19:30,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:45
AEA4530,ATR-72,2018-04-15,17:35,MENORCA,MAH,1,El vuelo ha despegado a las 17:43,12,20,Despejado,33 - ,1A,2018-04-15,18:10,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 18:14,11,21,Despejado,NT,02,2018-04-15 18:48:11
IBE8029,CANADAIR CRJ-900,2018-04-15,18:25,MENORCA,MAH,1,El vuelo ha despegado a las 18:24,12,20,Despejado,23 - 24,04,2018-04-15,20:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 19:49,7,17,Abertura De Claros,10,19,2018-04-15 18:48:16
RYR6882,BOEING 737-800 WINGLETS,2018-04-15,18:25,MENORCA,MAH,1,El vuelo ha despegado a las 18:33,12,20,Despejado,42 - ,02,2018-04-15,19:20,BARCELONA-EL PRAT,BCN,T2 B,Llegada prevista a las 19:15,14,22,Nubes Altas,B,28,2018-04-15 18:48:19
VLG3709,AIRBUS A320,2018-04-15,18:45,MENORCA,MAH,1,Salida prevista a las 18:45,12,20,Despejado,25 - 27,06,2018-04-15,19:40,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:40,14,22,Nubes Altas,T1_G,06,2018-04-15 18:48:29
VLG3701,32A,2018-04-15,19:25,MENORCA,MAH,1,Salida prevista a las 19:30,12,20,Despejado,25 - 27,02,2018-04-15,20:20,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 20:20,14,22,Nubes Altas,T1_G,08,2018-04-15 18:48:31
IBE8737,ATR-72,2018-04-15,20:55,MENORCA,MAH,1,Salida prevista a las 20:55,12,20,Despejado,23 - 24,1B,2018-04-15,22:15,VALENCIA,VLC,1,Llegada prevista a las 22:15,11,26,Despejado,1,2,2018-04-15 18:48:34
VLG3719,32B,2018-04-15,22:35,MENORCA,MAH,1,Salida prevista a las 22:35,12,20,Despejado,24 - 25,06,2018-04-15,23:25,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 23:25,14,22,Nubes Altas,T1_G,04,2018-04-15 18:48:37
IBE8951,BOMBARDIER CRJ-1000,2018-04-16,07:10,MENORCA,MAH,1,Salida prevista a las 07:10,12,20,Despejado,23 - 24,1B,2018-04-16,08:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 08:45,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:39
AAL8615,BOMBARDIER CRJ-1000,2018-04-16,07:10,MENORCA,MAH,1,Salida prevista a las 07:10,12,20,Despejado,23 - 24,1B,2018-04-16,08:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 08:45,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:40
VLG3713,AIRBUS A320,2018-04-16,08:50,MENORCA,MAH,1,Salida prevista a las 08:50,12,20,Despejado,25 - 26,06,2018-04-16,09:45,BARCELONA-EL PRAT,BCN,-,Llegada prevista a las 09:45,14,22,Nubes Altas,-, - ,2018-04-15 18:48:42
VLG3715,AIRBUS A320,2018-04-16,11:10,MENORCA,MAH,1,Salida prevista a las 11:10,12,20,Despejado,25 - 25,06,2018-04-16,12:05,BARCELONA-EL PRAT,BCN,-,Llegada prevista a las 12:05,14,22,Nubes Altas,-, - ,2018-04-15 18:48:46
RYR8842,BOEING 737-800 WINGLETS,2018-04-15,17:00,IBIZA,IBZ,1,El vuelo ha despegado a las 16:55,12,20,Despejado,21 - 25,09,2018-04-15,18:05,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha aterrizado a las 17:42,14,22,Nubes Altas,B,24,2018-04-15 18:48:14
IBE8903,BOMBARDIER CRJ-1000,2018-04-15,17:50,IBIZA,IBZ,1,El vuelo ha despegado a las 18:09,12,20,Despejado,60 - 63,07,2018-04-15,19:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 19:16,7,17,Abertura De Claros,10,19,2018-04-15 18:48:25
VLG3517,32B,2018-04-15,18:45,IBIZA,IBZ,1,Salida prevista a las 18:45,12,20,Despejado,67 - 69,02,2018-04-15,19:40,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:40,14,22,Nubes Altas,T1_G,03,2018-04-15 18:48:32
AEA1711,ATR-72,2018-04-15,20:05,IBIZA,IBZ,1,Salida prevista a las 20:05,12,20,Despejado,42 - 43,01,2018-04-15,20:45,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 20:53,11,21,Despejado,NT,02,2018-04-15 18:48:36
AEA6028,BOEING 737-800 WINGLETS,2018-04-15,21:35,IBIZA,IBZ,1,Salida prevista a las 21:35,12,20,Despejado,42 - 43,12,2018-04-15,22:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 22:36,7,17,Abertura De Claros,06,18,2018-04-15 18:48:39
VLG3975,AIRBUS A320,2018-04-15,21:40,IBIZA,IBZ,1,Salida prevista a las 21:40,12,20,Despejado,67 - 69,06,2018-04-15,23:00,BILBAO,BIO,O,Llegada prevista a las 23:00,10,19,Lluvia Débil,N,2,2018-04-15 18:48:45
IBB365,ATR-72,2018-04-15,15:20,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 15:26,17,23,Abertura De Claros,103 - 108,A13,2018-04-15,16:15,EL HIERRO,VDE,1,El vuelo ha aterrizado a las 16:19,14,18,Nubes Altas,01,01,2018-04-15 18:48:31
IBB655,ATR-72,2018-04-16,07:55,TENERIFE NORTE,TFN,1,Salida prevista a las 07:55,17,23,Despejado,21 - 26, - ,2018-04-16,08:30,EL HIERRO,VDE,-,Llegada prevista a las 08:30,14,18,Nubes Altas,-, - ,2018-04-15 18:48:40
IBB659,ATR-72,2018-04-16,10:20,TENERIFE NORTE,TFN,1,Salida prevista a las 10:20,17,23,Despejado,21 - 26, - ,2018-04-16,10:45,EL HIERRO,VDE,-,Llegada prevista a las 10:45,14,18,Nubes Altas,-, - ,2018-04-15 18:48:46
IBB663,ATR-72,2018-04-16,14:00,TENERIFE NORTE,TFN,1,Salida prevista a las 14:00,17,23,Despejado,21 - 26, - ,2018-04-16,14:40,EL HIERRO,VDE,-,Llegada prevista a las 14:40,14,18,Nubes Altas,-, - ,2018-04-15 18:48:47
IBB365,ATR-72,2018-04-16,15:20,GRAN CANARIA,LPA,-,Salida prevista a las 15:20,17,23,Abertura De Claros,103 - 108,A13,2018-04-16,16:15,EL HIERRO,VDE,-,Llegada prevista a las 16:15,14,18,Nubes Altas,-, - ,2018-04-15 18:48:48
CNF247,ATR-42/72,2018-04-16,15:55,TENERIFE NORTE,TFN,1,Salida prevista a las 15:55,17,23,Despejado,7 - 13, - ,2018-04-16,16:40,EL HIERRO,VDE,-,Llegada prevista a las 16:40,14,18,Nubes Altas,-, - ,2018-04-15 18:48:49
IBB673,ATR-72,2018-04-16,16:55,TENERIFE NORTE,TFN,1,Salida prevista a las 16:55,17,23,Despejado,21 - 26, - ,2018-04-16,17:30,EL HIERRO,VDE,-,Llegada prevista a las 17:30,14,18,Nubes Altas,-, - ,2018-04-15 18:48:50
RYR1284,BOEING 737-800 WINGLETS,2018-04-15,17:10,JEREZ DE LA FRONTERA,XRY,T,El vuelo ha despegado a las 17:20,10,18,Nubosidad Variable,20 - ,7,2018-04-15,18:55,BARCELONA-EL PRAT,BCN,T2 B,Llegada prevista a las 18:49,14,22,Nubes Altas,B,25,2018-04-15 18:48:12
IBE0405,AIRBUS A319,2018-04-15,17:40,JEREZ DE LA FRONTERA,XRY,T,El vuelo ha despegado a las 17:39,10,18,Nubosidad Variable,9 - 12,2,2018-04-15,19:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:36,7,17,Abertura De Claros,10,10,2018-04-15 18:48:14
IBE0407,AIRBUS A319,2018-04-16,06:45,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 06:45,10,18,Nubosidad Variable,7 - 12,2,2018-04-16,07:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 07:55,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:15
IBE8511,CANADAIR CRJ-900,2018-04-16,09:15,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 09:15,10,18,Nubosidad Variable,9 - 10,2,2018-04-16,10:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 10:25,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:26
IBE0411,AIRBUS A319,2018-04-16,13:35,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 13:35,10,18,Nubosidad Variable,9 - 11,2,2018-04-16,14:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 14:50,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:48
VLG2287,AIRBUS A320,2018-04-16,14:45,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 14:45,10,18,Nubosidad Variable,11 - 12,2,2018-04-16,16:25,BARCELONA-EL PRAT,BCN,-,Llegada prevista a las 16:25,14,22,Nubes Altas,-, - ,2018-04-15 18:48:49
RYR1284,BOEING 737-800 WINGLETS,2018-04-16,17:10,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 17:10,10,18,Nubosidad Variable,20 - ,7,2018-04-16,18:55,BARCELONA-EL PRAT,BCN,-,Llegada prevista a las 18:55,14,22,Nubes Altas,-, - ,2018-04-15 18:48:50
IBE0405,AIRBUS A320,2018-04-16,17:40,JEREZ DE LA FRONTERA,XRY,T,Salida prevista a las 17:40,10,18,Nubosidad Variable,9 - 11,2,2018-04-16,18:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 18:55,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:51
IBB221,ATR-42/72,2018-04-15,16:40,FUERTEVENTURA,FUE,1,Salida prevista a las 18:04,16,24,Despejado,36 - 37,12,2018-04-15,17:20,GRAN CANARIA,LPA,-,Llegada prevista a las 18:30,17,23,Abertura De Claros,01,11,2018-04-15 18:48:13
CNF850,ATR-42/72,2018-04-15,17:20,FUERTEVENTURA,FUE,1,El vuelo ha despegado a las 17:22,16,24,Despejado,39 - 39,12,2018-04-15,18:00,GRAN CANARIA,LPA,-,Llegada prevista a las 17:59,17,23,Abertura De Claros,01,12,2018-04-15 18:48:15
IBB219,ATR-42/72,2018-04-15,18:10,FUERTEVENTURA,FUE,1,Salida prevista a las 18:10,16,24,Despejado,36 - 37,16,2018-04-15,18:50,GRAN CANARIA,LPA,-,Llegada prevista a las 18:50,17,23,Abertura De Claros,01,13,2018-04-15 18:48:16
AEA9436,ATR-72,2018-04-15,18:30,FUERTEVENTURA,FUE,1,Salida prevista a las 18:30,16,24,Despejado,41 - 41, - ,2018-04-15,19:10,GRAN CANARIA,LPA,-,Llegada prevista a las 19:10,17,23,Abertura De Claros,01,13,2018-04-15 18:48:20
IBB421,ATR-72,2018-04-15,18:50,FUERTEVENTURA,FUE,1,Salida prevista a las 18:50,16,24,Despejado,36 - 37, - ,2018-04-15,19:40,TENERIFE NORTE,TFN,1,Llegada prevista a las 19:40,17,23,Despejado,1,2,2018-04-15 18:48:30
IBB227,ATR-42/72,2018-04-15,19:00,FUERTEVENTURA,FUE,1,Salida prevista a las 19:00,16,24,Despejado,36 - 37,6,2018-04-15,19:40,GRAN CANARIA,LPA,-,Llegada prevista a las 19:40,17,23,Abertura De Claros,01,13,2018-04-15 18:48:32
IBB229,BOMBARDIER CRJ-1000,2018-04-15,19:20,FUERTEVENTURA,FUE,1,Salida prevista a las 19:20,16,24,Despejado,36 - 37,4,2018-04-15,20:00,GRAN CANARIA,LPA,-,Llegada prevista a las 20:00,17,23,Abertura De Claros,01,12,2018-04-15 18:48:41
CNF375,ATR-42/72,2018-04-15,19:40,FUERTEVENTURA,FUE,1,Salida prevista a las 19:40,16,24,Despejado,39 - 39,12,2018-04-15,20:30,TENERIFE NORTE,TFN,1,Llegada prevista a las 20:30,17,23,Despejado,1,3,2018-04-15 18:48:43
IBB231,ATR-42/72,2018-04-15,20:05,FUERTEVENTURA,FUE,1,Salida prevista a las 20:05,16,24,Despejado,36 - 37,16,2018-04-15,20:45,GRAN CANARIA,LPA,-,Llegada prevista a las 20:45,17,23,Abertura De Claros,01,12,2018-04-15 18:48:46
IBB429,ATR-42/72,2018-04-15,20:30,FUERTEVENTURA,FUE,1,Salida prevista a las 20:30,16,24,Despejado,36 - 37,6,2018-04-15,21:20,TENERIFE NORTE,TFN,1,Llegada prevista a las 21:20,17,23,Despejado,1,2,2018-04-15 18:48:48
OLY729,AIRBUS A321,2018-04-15,20:50,FUERTEVENTURA,FUE,1,Salida prevista a las 20:50,16,24,Despejado,05 - 07,21,2018-04-15,21:00,TENERIFE SUR,TFS,A,Llegada prevista a las 21:49,17,23,Despejado,A,A5,2018-04-15 18:48:50
IBB425,ATR-42/72,2018-04-15,21:15,FUERTEVENTURA,FUE,1,Salida prevista a las 21:15,16,24,Despejado,36 - 37,16,2018-04-15,22:05,TENERIFE NORTE,TFN,1,Llegada prevista a las 22:05,17,23,Despejado,1,2,2018-04-15 18:48:51
IBB235,BOMBARDIER CRJ-1000,2018-04-15,21:40,FUERTEVENTURA,FUE,1,Salida prevista a las 21:40,16,24,Despejado,36 - 37,6,2018-04-15,22:20,GRAN CANARIA,LPA,-,Llegada prevista a las 22:20,17,23,Abertura De Claros,01,12,2018-04-15 18:48:54
IBE8649,BOMBARDIER CRJ-1000,2018-04-15,17:50,GRANADA-JAÉN F.G.L.,GRX,1,El vuelo ha despegado a las 18:00,6,21,Despejado,05 - 06,2,2018-04-15,18:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 19:00,7,17,Abertura De Claros,10,19,2018-04-15 18:48:12
VLG2015,32A,2018-04-15,19:15,GRANADA-JAÉN F.G.L.,GRX,1,Salida prevista a las 19:15,6,21,Despejado,08 - 09,2,2018-04-15,20:40,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 20:40,14,22,Nubes Altas,T1_G,02,2018-04-15 18:48:14
VLG2017,32A,2018-04-15,22:45,GRANADA-JAÉN F.G.L.,GRX,1,Salida prevista a las 22:45,6,21,Despejado,07 - 08,2,2018-04-16,00:20,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 00:20,14,22,Nubes Altas,T1_G,04,2018-04-15 18:48:17
IBE8639,BOMBARDIER CRJ-1000,2018-04-16,07:00,GRANADA-JAÉN F.G.L.,GRX,1,Salida prevista a las 07:00,6,21,Despejado,05 - 06,2,2018-04-16,08:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 08:00,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:19
VLG2011,AIRBUS A320,2018-04-16,09:30,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 09:30,6,21,Despejado, - , - ,2018-04-16,10:55,BARCELONA-EL PRAT,BCN,-,Llegada prevista a las 10:55,14,22,Nubes Altas,-, - ,2018-04-15 18:48:29
IBE8641,BOMBARDIER CRJ-1000,2018-04-16,09:55,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 09:55,6,21,Despejado, - , - ,2018-04-16,11:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 11:00,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:31
VLG2021,AIRBUS A320,2018-04-16,12:35,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 12:35,6,21,Despejado, - , - ,2018-04-16,13:55,BARCELONA-EL PRAT,BCN,-,Llegada prevista a las 13:55,14,22,Nubes Altas,-, - ,2018-04-15 18:48:33
AEA5200,EMBRAER ERJ-195,2018-04-16,12:45,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 12:45,6,21,Despejado, - , - ,2018-04-16,14:00,PALMA DE MALLORCA,PMI,-,Llegada prevista a las 14:00,11,21,Despejado,-, - ,2018-04-15 18:48:39
VLG3932,AIRBUS A320,2018-04-16,13:15,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 13:15,6,21,Despejado, - , - ,2018-04-16,14:30,PALMA DE MALLORCA,PMI,-,Llegada prevista a las 14:30,11,21,Despejado,-, - ,2018-04-15 18:48:39
IBE8645,BOMBARDIER CRJ-1000,2018-04-16,14:00,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 14:00,6,21,Despejado, - , - ,2018-04-16,15:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 15:05,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:51
VLG3062,AIRBUS A320,2018-04-16,15:35,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 15:35,6,21,Despejado, - , - ,2018-04-16,17:05,GRAN CANARIA,LPA,-,Llegada prevista a las 17:05,17,23,Abertura De Claros,01,15,2018-04-15 18:48:53
IBE8649,BOMBARDIER CRJ-1000,2018-04-16,17:55,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 17:55,6,21,Despejado, - , - ,2018-04-16,19:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,-,Llegada prevista a las 17:15,7,17,Abertura De Claros,-, - ,2018-04-15 18:48:54
IBE8589,CANADAIR CRJ-200,2018-04-15,16:00,ALMERIA,LEI,1,El vuelo ha despegado a las 15:58,11,20,Despejado,19 - 21,2,2018-04-15,17:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 17:20,7,17,Abertura De Claros,10,19,2018-04-15 18:48:55
VLG2122,AIRBUS A320,2018-04-15,17:30,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 17:46,14,23,Despejado,307 - 309,D64,2018-04-15,19:05,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:16,14,22,Nubes Altas,T1_G,03,2018-04-15 18:48:43
VLG3003,AIRBUS A321,2018-04-15,15:30,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 15:51,17,23,Abertura De Claros,201 - 202,B02,2018-04-15,19:45,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:53,14,22,Nubes Altas,T1_G,07,2018-04-15 18:48:11
RYR7201,BOEING 737-800 WINGLETS,2018-04-15,17:15,GRAN CANARIA,LPA,-,Salida prevista a las 18:00,17,23,Abertura De Claros,402 - 404,B06,2018-04-15,21:10,VALENCIA,VLC,1,Llegada prevista a las 21:10,11,26,Despejado,2,3,2018-04-15 18:48:41
VLG3275,AIRBUS A320,2018-04-15,17:40,GRAN CANARIA,LPA,-,Salida prevista a las 17:40,17,23,Abertura De Claros,201 - 202,C20,2018-04-15,21:40,BILBAO,BIO,O,Llegada prevista a las 21:40,10,19,Lluvia Débil,N,5,2018-04-15 18:48:56
IBS3951,AIRBUS A320,2018-04-15,17:40,SEVILLA,SVQ,1,El vuelo ha despegado a las 17:49,8,19,Nubosidad Variable,M18 - M20,4,2018-04-15,18:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:37,7,17,Abertura De Claros,10,12,2018-04-15 18:48:27
VLG3046,AIRBUS A320,2018-04-15,18:10,SEVILLA,SVQ,1,El vuelo ha despegado a las 18:14,8,19,Nubosidad Variable,M26 - M33,6,2018-04-15,19:25,GRAN CANARIA,LPA,-,Llegada prevista a las 19:25,17,23,Abertura De Claros,01,16,2018-04-15 18:48:31
VLG3943,AIRBUS A320,2018-04-15,18:50,SEVILLA,SVQ,1,Salida prevista a las 18:50,8,19,Nubosidad Variable,M26 - M33,3,2018-04-15,20:20,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 20:20,11,21,Despejado,NT,16,2018-04-15 18:48:33
RYR6399,BOEING 737-800 WINGLETS,2018-04-15,19:20,SEVILLA,SVQ,1,Salida prevista a las 19:26,8,19,Nubosidad Variable,M14 - M15,10,2018-04-15,21:00,BARCELONA-EL PRAT,BCN,T2 B,Llegada prevista a las 21:00,14,22,Nubes Altas,B,24,2018-04-15 18:48:34
RYR5232,BOEING 737-800 WINGLETS,2018-04-15,20:10,SEVILLA,SVQ,1,Salida prevista a las 20:10,8,19,Nubosidad Variable,M14 - M15,9,2018-04-15,21:30,IBIZA,IBZ,1,Llegada prevista a las 21:30,12,20,Despejado,02,05,2018-04-15 18:48:54
VLG2269,AIRBUS A320,2018-04-15,20:15,SEVILLA,SVQ,1,Salida prevista a las 20:15,8,19,Nubosidad Variable,M26 - M33,4,2018-04-15,21:50,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 21:50,14,22,Nubes Altas,T1_G,02,2018-04-15 18:48:55
VLG1435,32A,2018-04-15,15:50,BILBAO,BIO,O,El vuelo ha despegado a las 15:50,10,19,Lluvia Débil,10 - 13,2,2018-04-15,17:00,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 16:48,14,22,Nubes Altas,T1_G,03,2018-04-15 18:48:49
IBE0438,AIRBUS A320,2018-04-15,15:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 15:51,7,17,Abertura De Claros,810 - 859,K83,2018-04-15,16:50,BILBAO,BIO,O,El vuelo ha aterrizado a las 16:51,10,19,Lluvia Débil,N,5,2018-04-15 18:48:34
VLG1426,AIRBUS A320,2018-04-15,15:40,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 16:03,14,22,Nubes Altas,501 - 514,B47,2018-04-15,16:55,BILBAO,BIO,O,El vuelo ha aterrizado a las 17:16,10,19,Lluvia Débil,N,3,2018-04-15 18:48:37
VOE3529,BOEING 717,2018-04-15,16:00,SEVILLA,SVQ,1,El vuelo ha despegado a las 16:08,8,19,Nubosidad Variable,M18 - M20,K3,2018-04-15,17:25,BILBAO,BIO,O,El vuelo ha aterrizado a las 17:26,10,19,Lluvia Débil,N,3,2018-04-15 18:48:44
VLG2612,AIRBUS A320,2018-04-15,16:25,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 16:43,14,23,Despejado,307 - 309,D52,2018-04-15,17:55,BILBAO,BIO,O,El vuelo ha aterrizado a las 18:05,10,19,Lluvia Débil,N,2,2018-04-15 18:48:45
VLG1434,32A,2018-04-15,17:45,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 17:38,14,22,Nubes Altas,501 - 514,B39,2018-04-15,19:00,BILBAO,BIO,O,El vuelo ha aterrizado a las 18:43,10,19,Lluvia Débil,N,4,2018-04-15 18:48:56
